ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade
3059,17/08/2023,IPIRANGA,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,32.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3060,17/08/2023,IPIRANGA,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3061,17/08/2023,DOUTOR DULPHE PINTO DE AGUIAR,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3062,17/08/2023,CATALAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,62.0,BRANCA,SUPERIOR COMPLETO
3063,17/08/2023,GRAJAU,FURTO,CONSUMADO,MEIO DESCONHECIDO,29.0,BRANCA,SUPERIOR INCOMPLETO
3064,17/08/2023,SANTA LUZIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,32.0,BRANCA,SUPERIOR COMPLETO
3065,17/08/2023,SAO FREI GALVAO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3066,17/08/2023,PONTE FUNDA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,66.0,PARDA,ALFABETIZADO
3067,17/08/2024,NITEROI,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,35.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3068,17/08/2024,FLORERMIDA,AMEACA,CONSUMADO,FALA,50.0,PARDA,ANALFABETO
3069,17/08/2024,PORTO VELHO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PARDA,ESCOLARIDADE   IGNORADA
3070,17/08/2024,MANOEL VALINHAS,FURTO,CONSUMADO,MEIO DESCONHECIDO,45.0,BRANCA,SUPERIOR INCOMPLETO
3071,17/08/2024,ESPLANADA,VIOLACAO DE DOMICILIO,CONSUMADO,VEICULO,71.0,BRANCA,ALFABETIZADO
3072,17/08/2024,TERRA AZUL,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3073,17/08/2024,TERRA AZUL,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,11.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3074,17/08/2024,PADRE LIBERIO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,BRANCA,SUPERIOR COMPLETO
3075,17/09/2023,MANGABEIRAS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PRETO,ALFABETIZADO
3076,17/09/2023,ESPIRITO SANTO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,80.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3077,17/09/2023,MARIA PECANHA,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,44.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3078,17/09/2023,HALIM SOUKI,AMEACA,CONSUMADO,FALA,19.0,PARDA,SUPERIOR COMPLETO
3079,17/09/2023,CAMPINA VERDE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,41.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3080,17/09/2024,AFONSO PENA,AMEACA,CONSUMADO,FALA,67.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3081,17/09/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,48.0,PARDA,SUPERIOR COMPLETO
3082,17/09/2024,CENTRO,AMEACA,CONSUMADO,FALA,86.0,PARDA,SUPERIOR COMPLETO
3083,17/09/2024,NOVA HOLANDA,ESTELIONATO,CONSUMADO,FRAUDE,48.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3084,17/09/2024,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,43.0,BRANCA,ESCOLARIDADE   IGNORADA
3085,17/09/2024,SAO MIGUEL,ESTELIONATO,CONSUMADO,FRAUDE,52.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3086,17/09/2024,SANTA LUCIA,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,SUPERIOR COMPLETO
3087,17/09/2024,PORTO VELHO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,71.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3088,17/09/2024,SANTA LUCIA,AMEACA,CONSUMADO,FALA,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3089,17/09/2024,MORADA NOVA,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,29.0,BRANCA,ALFABETIZADO
3090,17/10/2023,PORTO VELHO,ESTELIONATO,CONSUMADO,FRAUDE,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3091,17/10/2023,INTERLAGOS,FURTO,CONSUMADO,ABUSO DE CONFIANCA,61.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3092,17/10/2023,CENTRO,AMEACA,CONSUMADO,FALA,32.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3093,17/10/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,42.0,BRANCA,SUPERIOR COMPLETO
3094,17/10/2023,ORION,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,45.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3095,17/10/2023,SAO JOSE,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,49.0,BRANCA,SUPERIOR COMPLETO
3096,17/10/2023,REALENGO,AMEACA,CONSUMADO,FALA,31.0,PARDA,SUPERIOR INCOMPLETO
3097,17/10/2023,FLORESTA,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,FRAUDE,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3098,17/10/2023,PADRE EUSTAQUIO,AMEACA,CONSUMADO,FALA,40.0,BRANCA,SUPERIOR COMPLETO
3099,17/10/2023,ANTONIO FONSECA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PARDA,ALFABETIZADO
3100,17/10/2023,AFONSO PENA,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3101,17/10/2023,TERRA AZUL,FURTO,CONSUMADO,ESCALADA,42.0,PARDA,SUPERIOR INCOMPLETO
3102,17/10/2023,ELIZABETH NOGUEIRA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,20.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3103,17/10/2024,NILDA BARROS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,27.0,PARDA,SUPERIOR INCOMPLETO
3104,17/10/2024,BELVEDERE,AMEACA,CONSUMADO,FALA,47.0,PARDA,SUPERIOR INCOMPLETO
3105,17/10/2024,NOSSA SENHORA DAS GRACAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,44.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3106,17/10/2024,JARDIM DOS CANDIDES,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3107,17/10/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3108,17/10/2024,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3109,17/10/2024,IPIRANGA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3110,17/10/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,51.0,AMARELA,ENSINO MEDIO COMPLETO  2o GRAU 
3111,17/10/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO DESCONHECIDO,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3112,17/10/2024,VISTA ALEGRE,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3113,17/10/2024,COSTA AZUL,DIFAMACAO,CONSUMADO,FALA,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3114,17/10/2024,NILDA BARROS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,27.0,BRANCA,ALFABETIZADO
3115,17/10/2024,CENTRO,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,26.0,PARDA,SUPERIOR INCOMPLETO
3116,17/10/2024,SAO JOSE,ESTELIONATO,CONSUMADO,FRAUDE,73.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3117,17/10/2024,CATALAO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,51.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3118,17/11/2023,JARDIM CANDELARIA,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,42.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3119,17/11/2023,VILA DAS ROSEIRAS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,21.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3120,17/11/2023,FLORERMIDA,ESTELIONATO,CONSUMADO,FRAUDE,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3121,17/11/2023,CATALAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,BRANCA,SUPERIOR COMPLETO
3122,17/11/2023,INTERLAGOS,FURTO,CONSUMADO,ESCALADA,35.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3123,17/11/2023,NOVA HOLANDA,CALUNIA,CONSUMADO,FALA,71.0,PARDA,ESCOLARIDADE   IGNORADA
3124,17/11/2023,ESPLANADA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,37.0,PARDA,POS GRADUACAO
3125,17/11/2023,CENTRO,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3126,17/11/2024,PORTO VELHO,ESTUPRO DE VULNERAVEL,CONSUMADO,COACAO,14.0,BRANCA,ESCOLARIDADE   IGNORADA
3127,17/11/2024,NOVA SUICA,AMEACA,CONSUMADO,FALA,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3128,17/11/2024,NOVA SUICA,AMEACA,CONSUMADO,FALA,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3129,17/11/2024,NOVA SUICA,AMEACA,CONSUMADO,FALA,41.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3130,17/11/2024,FABIO NOTINI,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,BRANCA,ALFABETIZADO
3131,17/11/2024,NACOES,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,27.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3132,17/11/2024,INTERLAGOS,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,39.0,BRANCA,ALFABETIZADO
3133,17/11/2024,SAO FREI GALVAO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3134,17/11/2024,NOSSA SENHORA DAS GRACAS,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,42.0,BRANCA,SUPERIOR COMPLETO
3135,17/11/2024,REALENGO,ESTELIONATO,CONSUMADO,FRAUDE,42.0,BRANCA,SUPERIOR INCOMPLETO
3136,17/11/2024,PORTO VELHO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,16.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
3137,17/11/2024,ESPIRITO SANTO,AMEACA,CONSUMADO,FALA,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3138,17/11/2024,MORADA NOVA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3139,17/12/2023,DANILO PASSOS,AMEACA,CONSUMADO,FALA,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3140,17/12/2023,FLORERMIDA,AMEACA,CONSUMADO,FALA,26.0,PRETO,ANALFABETO
3141,17/12/2023,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3142,17/12/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,62.0,BRANCA,ALFABETIZADO
3143,17/12/2024,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,51.0,BRANCA,SUPERIOR COMPLETO
3144,17/12/2024,TIETE,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,50.0,BRANCA,SUPERIOR COMPLETO
3145,17/12/2024,PORTO VELHO,AMEACA,CONSUMADO,FALA,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3146,17/12/2024,BELA VISTA,ESTELIONATO,CONSUMADO,FRAUDE,24.0,BRANCA,SUPERIOR INCOMPLETO
3147,17/12/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3148,17/12/2024,NITEROI,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3149,17/12/2024,MORADA NOVA,AMEACA,CONSUMADO,FALA,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3150,17/12/2024,ESPLANADA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,37.0,PARDA,SUPERIOR COMPLETO
3151,17/12/2024,AFONSO PENA,VIOLENCIA PSICOLOGICA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,29.0,BRANCA,SUPERIOR COMPLETO
3152,18/01/2023,LAGOA PARK,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,62.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3153,18/01/2023,SAO JOSE,FURTO,CONSUMADO,MEIO DESCONHECIDO,72.0,PARDA,ALFABETIZADO
3154,18/01/2023,BELVEDERE,ESTELIONATO,CONSUMADO,FRAUDE,47.0,BRANCA,SUPERIOR COMPLETO
3155,18/01/2023,JARDIM DAS OLIVEIRAS,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,41.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3156,18/01/2023,JARDINOPOLIS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,25.0,PRETO,SUPERIOR COMPLETO
3157,18/01/2024,CENTRO,FURTO,CONSUMADO,MEIO DESCONHECIDO,49.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3158,18/01/2024,CENTRO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,44.0,BRANCA,POS GRADUACAO
3159,18/01/2024,SAO LUIZ,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,50.0,PARDA,ESCOLARIDADE   IGNORADA
3160,18/01/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,BRANCA,SUPERIOR COMPLETO
3161,18/01/2024,CATALAO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,44.0,BRANCA,SUPERIOR COMPLETO
3162,18/01/2024,SAGRADA FAMILIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,24.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3163,18/01/2024,MANOEL VALINHAS,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,69.0,BRANCA,ALFABETIZADO
3164,18/01/2024,SAO SIMAO,AMEACA,CONSUMADO,FALA,23.0,PARDA,ALFABETIZADO
3165,18/02/2023,BELVEDERE,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,8.0,AMARELA,ALFABETIZADO
3166,18/02/2023,DANILO PASSOS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,18.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3167,18/02/2023,MANOEL VALINHAS,FURTO,CONSUMADO,MEDIANTE FRAUDE,38.0,PARDA,ALFABETIZADO
3168,18/02/2023,JOAO PAULO II,ESTELIONATO,CONSUMADO,FRAUDE,49.0,BRANCA,ALFABETIZADO
3169,18/02/2024,NITEROI,AMEACA,TENTADO,FALA,52.0,PARDA,ALFABETIZADO
3170,18/02/2024,VILA CRUZEIRO,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,43.0,BRANCA,SUPERIOR COMPLETO
3171,18/02/2024,CENTRO,DIFAMACAO,CONSUMADO,FALA,39.0,BRANCA,SUPERIOR COMPLETO
3172,18/02/2024,JARDIM PRIMAVERA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3173,18/02/2024,SAO LUIZ,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3174,18/03/2023,SANTA CLARA,VIAS DE FATO   AGRESSAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3175,18/03/2023,CENTRO,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3176,18/03/2023,JARDIM DAS ACACIAS,AMEACA,CONSUMADO,FALA,34.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
3177,18/03/2023,SANTOS DUMONT,AMEACA,CONSUMADO,FALA,38.0,BRANCA,ESCOLARIDADE   IGNORADA
3178,18/03/2023,BELVEDERE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,25.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3179,18/03/2023,INTERLAGOS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3180,18/03/2023,JARDIM COPACABANA,AMEACA,CONSUMADO,FALA,25.0,PARDA,ESCOLARIDADE   IGNORADA
3181,18/03/2023,CENTRO,AMEACA,CONSUMADO,FALA,38.0,PRETO,ESCOLARIDADE   IGNORADA
3182,18/03/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,FRAUDE,46.0,PARDA,SUPERIOR COMPLETO
3183,18/03/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,FRAUDE,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3184,18/03/2023,BOM PASTOR,ESTELIONATO,CONSUMADO,FRAUDE,27.0,PARDA,SUPERIOR COMPLETO
3185,18/03/2024,IPIRANGA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,52.0,BRANCA,SUPERIOR COMPLETO
3186,18/03/2024,MORADA NOVA,ESTELIONATO,CONSUMADO,FRAUDE,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3187,18/03/2024,ESPLANADA,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3188,18/03/2024,SAO JOSE,DIFAMACAO,CONSUMADO,FALA,55.0,BRANCA,ALFABETIZADO
3189,18/03/2024,SAO DOMINGOS,AMEACA,CONSUMADO,FALA,51.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3190,18/03/2024,VILA DAS ROSEIRAS,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3191,18/03/2024,PRIMAVERA,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3192,18/03/2024,CENTRO,AMEACA,CONSUMADO,FALA,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3193,18/03/2024,VILA ROMANA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,43.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
3194,18/04/2023,TERRA AZUL,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,20.0,PRETO,SUPERIOR INCOMPLETO
3195,18/04/2023,INTERLAGOS,AMEACA,CONSUMADO,FALA,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
3196,18/04/2023,PADRE EUSTAQUIO,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,32.0,PRETO,SUPERIOR COMPLETO
3197,18/04/2023,CENTRO,INJURIA,CONSUMADO,FALA,53.0,BRANCA,SUPERIOR COMPLETO
3198,18/04/2023,MANOEL VALINHAS,VIOLACAO DE DOMICILIO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3199,18/04/2023,SAO JUDAS TADEU,ESTELIONATO,CONSUMADO,FRAUDE,50.0,PARDA,ALFABETIZADO
3200,18/04/2023,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
3201,18/04/2023,NITEROI,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,46.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3202,18/04/2024,SAO JOSE,FURTO,CONSUMADO,EMPREGO DE CHAVE FALSA   MICHA   GAZUA,32.0,PARDA,SUPERIOR COMPLETO
3203,18/04/2024,CATALAO,VIAS DE FATO   AGRESSAO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,28.0,PRETO,SUPERIOR INCOMPLETO
3204,18/04/2024,BOM PASTOR,FURTO,CONSUMADO,MEIO DESCONHECIDO,50.0,BRANCA,SUPERIOR COMPLETO
3205,18/04/2024,JARDIM BETANIA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,33.0,BRANCA,SUPERIOR COMPLETO
3206,18/04/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,38.0,BRANCA,SUPERIOR COMPLETO
3207,18/04/2024,ITAI,FURTO,TENTADO,ESCALADA,51.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
3208,18/05/2023,CENTRO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,60.0,PARDA,ALFABETIZADO
3209,18/05/2023,JARDIM NOVA AMERICA,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,60.0,PRETO,ALFABETIZADO
3210,18/05/2023,SAO JOSE,AMEACA,CONSUMADO,FALA,37.0,BRANCA,SUPERIOR COMPLETO
3211,18/05/2023,SAO DOMINGOS,AMEACA,CONSUMADO,FALA,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3212,18/05/2023,SAO JOAO DE DEUS,AMEACA,CONSUMADO,FALA,35.0,PRETO,SUPERIOR INCOMPLETO
3213,18/05/2023,EXPOSICAO,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,22.0,BRANCA,SUPERIOR INCOMPLETO
3214,18/05/2023,BOM PASTOR,ATO OBSCENO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,17.0,PRETO,ALFABETIZADO
3215,18/05/2023,BOM PASTOR,ATO OBSCENO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,45.0,PRETO,ALFABETIZADO
3216,18/05/2023,NILDA BARROS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
3217,18/05/2023,NACOES,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
